"id","log2(fc)","PValue","FDR","Symbol","transcDNA_MAX_MAX_gene_id","transcDNA_MAX_MAX_tx_len","transcDNA_MAX_MAX_symbol","transcDNA_mean_MEAN_gene_id","transcDNA_mean_MEAN_avg_len","transcDNA_mean_MEAN_symbol","transcDNA_median_MEDIAN_gene_id","transcDNA_median_MEDIAN_median_len","transcDNA_median_MEDIAN_symbol"
"ENSG00000028277",1.46801348670246,"0.00019185695988154",0.00119964220244717,"POU2F2","5452",7057,"POU2F2","5452",1964.42857142857,"POU2F2","5452",961,"POU2F2"
"ENSG00000180537",-1.36712541477545,"0.000192401903774911",0.00120218256200115,"RNF182","221687",3629,"RNF182","221687",2055.25,"RNF182","221687",2050,"RNF182"
"ENSG00000275004",4.12338241550528,"0.000196003328172559",0.00121984985900359,"ZNF280B","140883",5721,"ZNF280B","140883",4403.33333333333,"ZNF280B","140883",3981,"ZNF280B"
"ENSG00000167244",-1.06667424146834,"0.000201450254393013",0.00124926536513607,"IGF2","3481",5580,"IGF2","3481",2702.6,"IGF2","3481",2167,"IGF2"
"ENSG00000267059",-1.23757482256112,"0.000203143035427367",0.00125841267998397,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000240764",1.58319123586896,"0.000217476951192716",0.00133643366970534,"PCDHGC5","56097",4797,"PCDHGC5","56097",3780,"PCDHGC5","56097",3780,"PCDHGC5"
"ENSG00000178814",-1.03828271162342,"0.000219824825859174",0.00134874120862428,"OPLAH","26873",4020,"OPLAH","26873",1486.75,"OPLAH","26873",713.5,"OPLAH"
"ENSG00000101605",1.28614934215233,"0.000221982657977625",0.00135909509416456,"MYOM1","8736",5707,"MYOM1","8736",2235.83333333333,"MYOM1","8736",719,"MYOM1"
"ENSG00000285253",1.0663424948287,"0.000235389263132918",0.00143180610556195,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000150551",-2.51008664503381,"0.000237028416298023",0.00144103636402223,"LYPD1","116372",3458,"LYPD1","116372",1689.66666666667,"LYPD1","116372",1033,"LYPD1"
"ENSG00000251664",3.3954653512389,"0.000238457831809169",0.00144820327346381,"PCDHA12","56137",5438,"PCDHA12","56137",4475.66666666667,"PCDHA12","56137",5401,"PCDHA12"
"ENSG00000179715",-1.70735502568177,"0.000240933203127795",0.00146118950998001,"PCED1B","91523",2310,"PCED1B","91523",1149.83333333333,"PCED1B","91523",764,"PCED1B"
"ENSG00000041353",-1.05218701479003,"0.000261842610498538",0.0015715088346951,"RAB27B","5874",7003,"RAB27B","5874",2113.75,"RAB27B","5874",514.5,"RAB27B"
"ENSG00000164778",-1.28685383720822,"0.000268447429448022",0.00160282712782343,"EN2","2020",3395,"EN2","2020",3395,"EN2","2020",3395,"EN2"
"ENSG00000251503",2.86837536000347,"0.000279715557283994",0.00166095481087232,"CENPS-CORT","100526739",1469,"CENPS-CORT","100526739",897.2,"CENPS-CORT","100526739",626,"CENPS-CORT"
"ENSG00000288721",2.67330058976642,"0.000286579898752165",0.00169532885174473,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000172197",-1.07240667674621,"0.000298260644479586",0.00175309892273677,"MBOAT1","154141",4325,"MBOAT1","154141",4325,"MBOAT1","154141",4325,"MBOAT1"
"ENSG00000197177",-1.37167986278884,"0.000302548428669671",0.0017770620612139,"ADGRA1","84435",4264,"ADGRA1","84435",3851,"ADGRA1","84435",3851,"ADGRA1"
"ENSG00000154188",-1.2035927142077,"0.000315330163326549",0.00184153240212834,"ANGPT1","284",4353,"ANGPT1","284",2013.25,"ANGPT1","284",1524.5,"ANGPT1"
"ENSG00000143520",2.18027754744022,"0.000316268554338513",0.00184576925737983,"FLG2","388698",9124,"FLG2","388698",9124,"FLG2","388698",9124,"FLG2"
"ENSG00000107187",1.45515273747532,"0.000319646528787404",0.00186047370347257,"LHX3","8022",3092,"LHX3","8022",2652.25,"LHX3","8022",2566,"LHX3"
"ENSG00000120669",1.86378970409267,"0.000324780392346317",0.00188621950522198,"SOHLH2","54937",2125,"SOHLH2","54937",2017,"SOHLH2","54937",2017,"SOHLH2"
"ENSG00000115155",1.63108590114797,"0.000325772774091371",0.00188978726328882,"OTOF","9381",7214,"OTOF","9381",4360.85714285714,"OTOF","9381",4954,"OTOF"
"ENSG00000284922",1.78886444635788,"0.000327911668040188",0.00190092290610124,"LRTOMT","220074",3604,"LRTOMT","220074",2110.16666666667,"LRTOMT","220074",2092,"LRTOMT"
"ENSG00000165495",-1.44434405808913,"0.000331691340126444",0.00191834427833636,"PKNOX2","63876",4531,"PKNOX2","63876",1288,"PKNOX2","63876",589.5,"PKNOX2"
"ENSG00000232434",1.25697689501342,"0.00033330400449331",0.00192574412992652,"AJM1","389813",4642,"AJM1","389813",4642,"AJM1","389813",4642,"AJM1"
"ENSG00000064787",-1.52129297256302,"0.00033773716836963",0.00194746417105455,"BCAS1","8537",6112,"BCAS1","8537",2805.45454545455,"BCAS1","8537",2593,"BCAS1"
"ENSG00000231924",1.40435386428008,"0.000339603793164338",0.00195562609421337,"PSG1","5669",2830,"PSG1","5669",1561.27272727273,"PSG1","5669",1722,"PSG1"
"ENSG00000112782",1.58111787475265,"0.000352747389631229",0.00202258167619573,"CLIC5","53405",5971,"CLIC5","53405",1774.75,"CLIC5","53405",1180,"CLIC5"
"ENSG00000161940",1.47767595930434,"0.000376544711021343",0.00214625534003914,"BCL6B","255877",3527,"BCL6B","255877",1073.16666666667,"BCL6B","255877",534,"BCL6B"
"ENSG00000253305",3.12338241550528,"0.0003887620459079",0.00220863208191254,"PCDHGB6","56100",4777,"PCDHGB6","56100",4689,"PCDHGB6","56100",4689,"PCDHGB6"
"ENSG00000185269",-1.35809365847873,"0.000424158788692141",0.00238782118088735,"NOTUM","147111",2223,"NOTUM","147111",1251,"NOTUM","147111",984,"NOTUM"
"ENSG00000187824",1.52739885950655,"0.000455488946862485",0.00254027753285578,"TMEM220","388335",2813,"TMEM220","388335",1016,"TMEM220","388335",534,"TMEM220"
"ENSG00000237330",-1.46842297164682,"0.000461637365798622",0.00256614934295023,"RNF223","401934",1900,"RNF223","401934",1900,"RNF223","401934",1900,"RNF223"
"ENSG00000198835",1.34779176067657,"0.0004735702576001",0.00262339766662241,"GJC2","57165",2165,"GJC2","57165",2165,"GJC2","57165",2165,"GJC2"
"ENSG00000112218",-1.00593397254423,"0.000484440379903097",0.00267677238595915,"GPR63","81491",5967,"GPR63","81491",5967,"GPR63","81491",5967,"GPR63"
"ENSG00000197380",1.60199740958445,"0.000493764579570282",0.00272222068208875,"DACT3","147906",3085,"DACT3","147906",2850,"DACT3","147906",2939,"DACT3"
"ENSG00000255837",2.3320499043365,"0.000525948419761856",0.00287406859446922,"TAS2R20","259295",2344,"TAS2R20","259295",1702,"TAS2R20","259295",1381,"TAS2R20"
"ENSG00000227471",-1.94883759606178,"0.000541211499377985",0.00294725696850342,"AKR1B15","441282",1989,"AKR1B15","441282",1562.75,"AKR1B15","441282",1613.5,"AKR1B15"
"ENSG00000277075",1.75804646703923,"0.00054297722983145",0.00295501638042923,"H2AC8","3012",517,"H2AC8","3012",517,"H2AC8","3012",517,"H2AC8"
"ENSG00000198331",-1.10440073296333,"0.000551730840290687",0.0029951349529744,"HYLS1","219844",1810,"HYLS1","219844",1688,"HYLS1","219844",1803,"HYLS1"
"ENSG00000187664",7.74371242660679,"0.000565026743303461",0.00305297560054182,"HAPLN4","404037",5409,"HAPLN4","404037",3454,"HAPLN4","404037",4342,"HAPLN4"
"ENSG00000183248",-1.19133294047961,"0.000598770256253455",0.0032102898803892,"PRR36","80164",4467,"PRR36","80164",2864,"PRR36","80164",2864,"PRR36"
"ENSG00000274290",1.48295237478518,"0.000601080892982304",0.00322068652763293,"H2BC6","8344",470,"H2BC6","8344",470,"H2BC6","8344",470,"H2BC6"
"ENSG00000187634",-1.84282511793195,"0.000620471214125164",0.00330924342716586,"SAMD11","148398",3468,"SAMD11","148398",1697.73333333333,"SAMD11","148398",1731,"SAMD11"
"ENSG00000162998",1.8272169891067,"0.00062470774882509",0.00332774428782741,"FRZB","2487",2637,"FRZB","2487",2637,"FRZB","2487",2637,"FRZB"
"ENSG00000188501",1.52133785087982,"0.000628762191632286",0.00334625771660902,"LCTL","197021",3147,"LCTL","197021",1709.5,"LCTL","197021",1714,"LCTL"
"ENSG00000205517",-1.19186362353624,"0.000668796805642652",0.00353221681786108,"RGL3","57139",2511,"RGL3","57139",1143.47058823529,"RGL3","57139",747,"RGL3"
"ENSG00000215375",1.61965241080651,"0.000676375457868341",0.00356348431102197,"MYL5","4636",2956,"MYL5","4636",1075.88888888889,"MYL5","4636",781,"MYL5"
"ENSG00000144285",4.72921609456127,"0.000697523770030259",0.00365830751619923,"SCN1A","6323",12903,"SCN1A","6323",6517.4,"SCN1A","6323",8131,"SCN1A"
"ENSG00000102755",-1.19908769272361,"0.000730338709751555",0.00380852417695706,"FLT1","2321",7123,"FLT1","2321",3181.2,"FLT1","2321",1896,"FLT1"
"ENSG00000121858",-1.37729451207695,"0.000792697074919612",0.00408699809159416,"TNFSF10","8743",1876,"TNFSF10","8743",1071,"TNFSF10","8743",949,"TNFSF10"
"ENSG00000184144",1.28155449380459,"0.000817595606127509",0.00419789464454986,"CNTN2","6900",7916,"CNTN2","6900",3005.06666666667,"CNTN2","6900",2930,"CNTN2"
"ENSG00000149256",2.18467876813234,"0.000832081562264099",0.00425965816595725,"TENM4","26011",14381,"TENM4","26011",2223.2,"TENM4","26011",667.5,"TENM4"
"ENSG00000151773",-1.1615165331067,"0.00084469310932692",0.00431276025401045,"CCDC122","160857",3467,"CCDC122","160857",1625.5,"CCDC122","160857",1381.5,"CCDC122"
"ENSG00000183484",2.49173390966012,"0.000872241300569079",0.00442474894984414,"GPR132","29933",3654,"GPR132","29933",2383.5,"GPR132","29933",2833,"GPR132"
"ENSG00000197837",2.41100105803606,"0.00087404928309567",0.00443003230622503,"H4C16","121504",412,"H4C16","121504",412,"H4C16","121504",412,"H4C16"
"ENSG00000122122",4.85798099512758,"0.000946131175928596",0.00473311265419098,"SASH3","54440",2661,"SASH3","54440",1506.5,"SASH3","54440",1506.5,"SASH3"
"ENSG00000204103",-1.01779189447571,"0.000968349748514829",0.00482754924942456,"MAFB","9935",3389,"MAFB","9935",3389,"MAFB","9935",3389,"MAFB"
"ENSG00000248487",-1.20676999424656,"0.000973553829380762",0.0048493104991764,"ABHD14A","25864",1066,"ABHD14A","25864",846.4,"ABHD14A","25864",802,"ABHD14A"
"ENSG00000182459",2.55879583873969,"0.00097874260421887",0.00486956040589698,"TEX19","400629",1935,"TEX19","400629",1935,"TEX19","400629",1935,"TEX19"
"ENSG00000130477",1.1834934997654,"0.000998826119738214",0.0049566817659247,"UNC13A","23025",9985,"UNC13A","23025",4113.71428571429,"UNC13A","23025",5200,"UNC13A"
"ENSG00000282988",1.65631118834765,"0.00100516567076258",0.00498386261519943,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000104267",-1.05884220927548,"0.00100634549848681",0.00498828604867434,"CA2","760",1562,"CA2","760",879.8,"CA2","760",691,"CA2"
"ENSG00000118849",-2.14188259712128,"0.00104543024812404",0.00515303667759987,"RARRES1","5918",1713,"RARRES1","5918",727.4,"RARRES1","5918",532,"RARRES1"
"ENSG00000158406",1.04341104838565,"0.00106878894233563",0.00524341418399181,"H4C8","8365",409,"H4C8","8365",409,"H4C8","8365",409,"H4C8"
"ENSG00000184005",-1.35801101879328,"0.00107212668362231",0.00525130072523369,"ST6GALNAC3","256435",6836,"ST6GALNAC3","256435",3848.5,"ST6GALNAC3","256435",3848.5,"ST6GALNAC3"
"ENSG00000066629",-1.11988319972812,"0.00109616446940439",0.00535089970016968,"EML1","2009",4804,"EML1","2009",1340.68181818182,"EML1","2009",581,"EML1"
"ENSG00000148671",-1.54701744783218,"0.00111615460148329",0.00543776471905557,"ADIRF","10974",700,"ADIRF","10974",518.666666666667,"ADIRF","10974",627,"ADIRF"
"ENSG00000131019",-1.00318016839777,"0.00112572761054641",0.00547670904580928,"ULBP3","79465",3111,"ULBP3","79465",1923,"ULBP3","79465",1923,"ULBP3"
"ENSG00000137872",-1.20599722571565,"0.00113298820122796",0.00550585269649427,"SEMA6D","80031",6099,"SEMA6D","80031",3120,"SEMA6D","80031",2318,"SEMA6D"
"ENSG00000284976",-1.19279010773742,"0.00115169746050563",0.00558112975620659,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000163219",1.11976632188372,"0.0011538508867587",0.00558844148757237,"ARHGAP25","9938",2969,"ARHGAP25","9938",1503.94117647059,"ARHGAP25","9938",1227,"ARHGAP25"
"ENSG00000137449",1.12222142155627,"0.00116952441758134",0.00565487559298462,"CPEB2","132864",7069,"CPEB2","132864",4386.125,"CPEB2","132864",5049,"CPEB2"
"ENSG00000268738",2.75071786041451,"0.00117554321601351",0.00567606344262273,"HSFX2","100130086",1966,"HSFX2","100130086",1966,"HSFX2","100130086",1966,"HSFX2"
"ENSG00000242866",2.90897994433125,"0.00119387049970182",0.00575654076594268,"STRC","161497",5515,"STRC","161497",2705.35714285714,"STRC","161497",2388.5,"STRC"
"ENSG00000178821",-1.24117518445863,"0.00121144423450183",0.00582346314999367,"TMEM52","339456",1118,"TMEM52","339456",736.166666666667,"TMEM52","339456",784,"TMEM52"
"ENSG00000276547",7.76376565350992,"0.00123042079465957",0.00590976901900339,"PCDHGB5","56101",4755,"PCDHGB5","56101",3712.5,"PCDHGB5","56101",3712.5,"PCDHGB5"
"ENSG00000286905",1.08873776527791,"0.00125887816372949",0.00602808298285161,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000001626",2.12471359033002,"0.00130095193573797",0.00618683642725197,"CFTR","1080",6223,"CFTR","1080",3615.35483870968,"CFTR","1080",4316,"CFTR"
"ENSG00000188033",1.2583617932486,"0.00132084326250501",0.00626939538148763,"ZNF490","57474",6108,"ZNF490","57474",2552.33333333333,"ZNF490","57474",996,"ZNF490"
"ENSG00000131849",-1.71912368794846,"0.00133421512714937",0.00632939975092831,"ZNF132","7691",2962,"ZNF132","7691",2962,"ZNF132","7691",2962,"ZNF132"
"ENSG00000141655",-1.6263525314035,"0.00134357783132273",0.00636509373794666,"TNFRSF11A","8792",8148,"TNFRSF11A","8792",3210.5,"TNFRSF11A","8792",2083,"TNFRSF11A"
"ENSG00000060566",2.05393457031383,"0.0013544572924168",0.00640440005269016,"CREB3L3","84699",2588,"CREB3L3","84699",1500,"CREB3L3","84699",1475,"CREB3L3"
"ENSG00000135604",1.9421544003793,"0.00144279885406686",0.00675396580201545,"STX11","8676",5504,"STX11","8676",2965.2,"STX11","8676",2113,"STX11"
"ENSG00000163331",-2.55053457482259,"0.0014757880415017",0.00687498357109026,"DAPL1","92196",671,"DAPL1","92196",590.5,"DAPL1","92196",573.5,"DAPL1"
"ENSG00000249240",10.0279059965699,"0.00150991073849734",0.00700758626734618,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000121807",8.28694273693803,"0.00154427398357837",0.0071517538999106,"CCR2","729230",3531,"CCR2","729230",1803,"CCR2","729230",1559,"CCR2"
"ENSG00000081277",-1.32664433001547,"0.0016151454707695",0.00744615988239096,"PKP1","5317",5447,"PKP1","5317",2915.8,"PKP1","5317",2244,"PKP1"
"ENSG00000006606",2.51052201835923,"0.00167319205228145",0.00767499391389102,"CCL26","10344",703,"CCL26","10344",589,"CCL26","10344",589,"CCL26"
"ENSG00000163449",1.4047882787523,"0.00167412830654062",0.0076772575263443,"TMEM169","92691",3460,"TMEM169","92691",2410,"TMEM169","92691",3248,"TMEM169"
"ENSG00000196787",1.30175481684396,"0.0017543107925853",0.00798582169405,"H2AC11","8969",493,"H2AC11","8969",493,"H2AC11","8969",493,"H2AC11"
"ENSG00000196862",1.21610019823229,"0.00176716987888296",0.00803385248770514,"RGPD4","285190",7212,"RGPD4","285190",7212,"RGPD4","285190",7212,"RGPD4"
"ENSG00000179314",-1.2183554965873,"0.00176717881008751",0.00803385248770514,"WSCD1","23302",6056,"WSCD1","23302",2083.3,"WSCD1","23302",1166,"WSCD1"
"ENSG00000213199",1.16091614928686,"0.00186555456267373",0.0084280486092235,"ASIC3","9311",2232,"ASIC3","9311",1353,"ASIC3","9311",1668,"ASIC3"
"ENSG00000225968",-1.30507901667893,"0.00187180770766265",0.00845189422999026,"ELFN1","392617",4228,"ELFN1","392617",3016,"ELFN1","392617",3624,"ELFN1"
"ENSG00000269955",2.41930515264807,"0.0018832403219723",0.00849687846543787,"FMC1-LUC7L2","100996928",1661,"FMC1-LUC7L2","100996928",1661,"FMC1-LUC7L2","100996928",1661,"FMC1-LUC7L2"
"ENSG00000176076",3.32192809488736,"0.00197307646867085",0.00884695445830976,"KCNE5","23630",1473,"KCNE5","23630",1473,"KCNE5","23630",1473,"KCNE5"
"ENSG00000221826",2.48614655531732,"0.0019783459399294",0.0088637054915855,"PSG3","5671",1947,"PSG3","5671",1552.5,"PSG3","5671",1699.5,"PSG3"
"ENSG00000197191",-1.88128802057255,"0.00198382398325216",0.00888365806963048,"CYSRT1","375791",762,"CYSRT1","375791",762,"CYSRT1","375791",762,"CYSRT1"
"ENSG00000258644",-1.8504464644518,"0.00205434893646823",0.00915690390987728,"SYNJ2BP-COX16","100529257",929,"SYNJ2BP-COX16","100529257",576.5,"SYNJ2BP-COX16","100529257",529.5,"SYNJ2BP-COX16"
"ENSG00000214336",-1.32099461375425,"0.00205769755293462",0.00916476184699033,"FOXI3","344167",2841,"FOXI3","344167",2841,"FOXI3","344167",2841,"FOXI3"
"ENSG00000113209",1.2605362319786,"0.00206228739872442",0.00918284571301562,"PCDHB5","26167",3410,"PCDHB5","26167",3410,"PCDHB5","26167",3410,"PCDHB5"
"ENSG00000089116",-1.61175652672586,"0.00213734365267733",0.00946358569810324,"LHX5","64211",2739,"LHX5","64211",2739,"LHX5","64211",2739,"LHX5"
"ENSG00000100399",-1.42116716385372,"0.00213906908962421",0.00946639074655289,"CHADL","150356",2530,"CHADL","150356",1845.33333333333,"CHADL","150356",2248,"CHADL"
"ENSG00000153832",1.06360886445991,"0.00217074135424185",0.00958209886486746,"FBXO36","130888",3120,"FBXO36","130888",2224.25,"FBXO36","130888",2362,"FBXO36"
"ENSG00000168916",1.11693965549843,"0.00223632494865493",0.00982905913427826,"ZNF608","57507",6152,"ZNF608","57507",2864,"ZNF608","57507",2645.5,"ZNF608"
"ENSG00000167641",-1.6890076395251,"0.00225875563763169",0.00990755476875685,"PPP1R14A","94274",949,"PPP1R14A","94274",637.2,"PPP1R14A","94274",607,"PPP1R14A"
"ENSG00000133083",1.07106787068397,"0.00227993087212998",0.00998275792723781,"DCLK1","9201",8394,"DCLK1","9201",3984.25,"DCLK1","9201",4654.5,"DCLK1"
"ENSG00000060982",1.30498049861695,"0.00233679404746794",0.0101905613654544,"BCAT1","586",9314,"BCAT1","586",2613.1,"BCAT1","586",1585.5,"BCAT1"
"ENSG00000178882",-1.70981398790624,"0.0023373976759785",0.0101906307024871,"RFLNA","144347",2487,"RFLNA","144347",1762.33333333333,"RFLNA","144347",2148,"RFLNA"
"ENSG00000139567",1.1239409862192,"0.00239746398255243",0.0104080190269095,"ACVRL1","94",4270,"ACVRL1","94",2630.42857142857,"ACVRL1","94",2286,"ACVRL1"
"ENSG00000213937",-1.07406967437935,"0.00246028656264882",0.0106328286913679,"CLDN9","9080",1583,"CLDN9","9080",1583,"CLDN9","9080",1583,"CLDN9"
"ENSG00000099260",-3.15214508400084,"0.00249497099652536",0.0107555440206781,"PALMD","54873",5294,"PALMD","54873",3190,"PALMD","54873",2334,"PALMD"
"ENSG00000118194",1.45518417121167,"0.00250680591343344",0.0107887003311059,"TNNT2","7139",3014,"TNNT2","7139",1138.43333333333,"TNNT2","7139",1127.5,"TNNT2"
"ENSG00000099937",3.2039704325083,"0.0025271890064658",0.0108624021276922,"SERPIND1","3053",2203,"SERPIND1","3053",2000.5,"SERPIND1","3053",2000.5,"SERPIND1"
"ENSG00000226742",1.08558404954664,"0.00254126624584191",0.0109174963916385,"HSBP1L1","440498",1057,"HSBP1L1","440498",777.5,"HSBP1L1","440498",744.5,"HSBP1L1"
"ENSG00000176387",-1.41692689012276,"0.00260973999692139",0.0111784293000543,"HSD11B2","3291",1896,"HSD11B2","3291",1023.33333333333,"HSD11B2","3291",634,"HSD11B2"
"ENSG00000166762",2.09995263196082,"0.00268096858299959",0.0114326891934653,"CATSPER2","117155",4617,"CATSPER2","117155",1712.7,"CATSPER2","117155",1576,"CATSPER2"
"ENSG00000187957",-2.00549218363578,"0.00277153048759253",0.0117495274142706,"DNER","92737",3257,"DNER","92737",2049.5,"DNER","92737",2049.5,"DNER"
"ENSG00000267561",2.12259384208259,"0.0027858168768544",0.0117965136202717,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000213402",-9.71824744822362,"0.00281949533319787",0.0119091911284575,"PTPRCAP","5790",907,"PTPRCAP","5790",907,"PTPRCAP","5790",907,"PTPRCAP"
"ENSG00000130024",-1.16622106847362,"0.00283423621821197",0.0119656249787138,"PHF10","55274",4395,"PHF10","55274",2460.5,"PHF10","55274",1909,"PHF10"
"ENSG00000006837",1.07872411209679,"0.00287825158071026",0.0121278260408105,"CDKL3","51265",2222,"CDKL3","51265",1290,"CDKL3","51265",1372,"CDKL3"
"ENSG00000009724",-1.37934463261369,"0.0028821444044127",0.012141278383895,"MASP2","10747",2670,"MASP2","10747",1913.9375,"MASP2","10747",2073,"MASP2"
"ENSG00000151164",1.47397240760187,"0.00289231421916515",0.0121752455076729,"RAD9B","144715",4164,"RAD9B","144715",1919.11111111111,"RAD9B","144715",1846,"RAD9B"
"ENSG00000134627",1.33376045797479,"0.00307659794270152",0.0128326032543906,"PIWIL4","143689",3759,"PIWIL4","143689",2043.4,"PIWIL4","143689",1901,"PIWIL4"
"ENSG00000185924",-1.17396144268509,"0.00310756409514746",0.0129555311002072,"RTN4RL1","146760",3614,"RTN4RL1","146760",3614,"RTN4RL1","146760",3614,"RTN4RL1"
"ENSG00000196747",1.66669129207443,"0.00318576638654958",0.0132465235914588,"H2AC13","8329",495,"H2AC13","8329",495,"H2AC13","8329",495,"H2AC13"
"ENSG00000203791",-1.48772923974297,"0.00323200572997447",0.0134130558525676,"EEF1AKMT2","399818",3599,"EEF1AKMT2","399818",2126,"EEF1AKMT2","399818",2176.5,"EEF1AKMT2"
"ENSG00000111728",1.07368707836903,"0.0033505438360614",0.0138157145240116,"ST8SIA1","6489",9707,"ST8SIA1","6489",1827.8,"ST8SIA1","6489",785.5,"ST8SIA1"
"ENSG00000143379",-1.02110164424587,"0.00336128144178829",0.0138552693605347,"SETDB1","9869",4437,"SETDB1","9869",1859.6,"SETDB1","9869",918,"SETDB1"
"ENSG00000269720",1.71888057362686,"0.00340173038255087",0.0140001431528719,"CCDC194","110806280",4056,"CCDC194","110806280",4056,"CCDC194","110806280",4056,"CCDC194"
"ENSG00000178568",1.1295929074071,"0.00342585872597875",0.0140827322071469,"ERBB4","2066",12097,"ERBB4","2066",4119.75,"ERBB4","2066",1631,"ERBB4"
"ENSG00000128604",-1.39062082522184,"0.00349206944840146",0.0143277312271256,"IRF5","3663",5256,"IRF5","3663",1826.63636363636,"IRF5","3663",1215.5,"IRF5"
"ENSG00000182472",-1.43477447792638,"0.00351978923551508",0.0144209890251881,"CAPN12","147968",3129,"CAPN12","147968",1238.95454545455,"CAPN12","147968",914,"CAPN12"
"ENSG00000184056",1.17526145512488,"0.0035865770561271",0.0146541267257205,"VPS33B","26276",3607,"VPS33B","26276",1683.22222222222,"VPS33B","26276",1731,"VPS33B"
"ENSG00000178732",4.29529296838389,"0.00363128907956761",0.0148113200072037,"GP5","2814",3493,"GP5","2814",3493,"GP5","2814",3493,"GP5"
"ENSG00000137648",-1.0083403802536,"0.00364202637252712",0.0148481296198561,"TMPRSS4","56649",5550,"TMPRSS4","56649",1771,"TMPRSS4","56649",847,"TMPRSS4"
"ENSG00000175874",-1.48092353617141,"0.00371476319255548",0.0151091435598685,"CREG2","200407",6292,"CREG2","200407",2657.66666666667,"CREG2","200407",906,"CREG2"
"ENSG00000184357",2.31629164282431,"0.00380066043394471",0.0153971147813475,"H1-5","3009",797,"H1-5","3009",797,"H1-5","3009",797,"H1-5"
"ENSG00000215529",2.39179021829971,"0.00382469514976948",0.0154691833920814,"EFCAB8","388795",4197,"EFCAB8","388795",1472.5,"EFCAB8","388795",629,"EFCAB8"
"ENSG00000115705",1.24849831267591,"0.00386808605573582",0.0156228148428613,"TPO","7173",5391,"TPO","7173",1932,"TPO","7173",1296.5,"TPO"
"ENSG00000251537",1.73888790629724,"0.00395319336146207",0.0159331519512763,"-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000181195",4.45049058489701,"0.00398200522962159",0.016030645153566,"PENK","5179",1251,"PENK","5179",819.571428571429,"PENK","5179",772,"PENK"
"ENSG00000153823",-1.21454847923631,"0.00401313513133108",0.0161372333121868,"PID1","55022",2745,"PID1","55022",1593.33333333333,"PID1","55022",1613,"PID1"
"ENSG00000115457",-1.47871228646421,"0.00403482224084394",0.0162206776800355,"IGFBP2","3485",4414,"IGFBP2","3485",1580.4,"IGFBP2","3485",846,"IGFBP2"
"ENSG00000253598",2.85517744121162,"0.00404014730455265",0.0162345571526393,"SLC10A5","347051",1428,"SLC10A5","347051",1428,"SLC10A5","347051",1428,"SLC10A5"
"ENSG00000255398",3.03934089163217,"0.0041833887186447",0.0167133126711015,"HCAR3","8843",2056,"HCAR3","8843",2056,"HCAR3","8843",2056,"HCAR3"
"ENSG00000161180",1.90545970529446,"0.00429474441747612",0.0170834075371916,"CCDC116","164592",2231,"CCDC116","164592",1572,"CCDC116","164592",1913,"CCDC116"
"ENSG00000110675",1.03741396164312,"0.00431794499301475",0.0171520843605688,"ELMOD1","55531",2935,"ELMOD1","55531",1489.66666666667,"ELMOD1","55531",1340,"ELMOD1"
"ENSG00000189350",1.41182856357741,"0.00436725668904464",0.0172885533633208,"TOGARAM2","165186",7450,"TOGARAM2","165186",2202.42857142857,"TOGARAM2","165186",720,"TOGARAM2"
"ENSG00000204644",3.12546130599256,"0.00444898047066761",0.017539989172557,"ZFP57","346171",2082,"ZFP57","346171",1694.57142857143,"ZFP57","346171",1870,"ZFP57"
"ENSG00000262655",1.09310940439148,"0.00455352614129443",0.0178855244412305,"SPON1","10418",5052,"SPON1","10418",3028.5,"SPON1","10418",3028.5,"SPON1"
"ENSG00000186417",1.28123151351813,"0.00461171294897619",0.0180542991244746,"GLDN","342035",4932,"GLDN","342035",1986.66666666667,"GLDN","342035",1059,"GLDN"
"ENSG00000279170",1.79650225486139,"0.00464315405101213",0.0181568895107125,"TSTD3","100130890",5571,"TSTD3","100130890",2656.25,"TSTD3","100130890",2341,"TSTD3"
"ENSG00000147576",1.2601625535315,"0.00464540147423249",0.0181615819981324,"ADHFE1","137872",2229,"ADHFE1","137872",1157.83333333333,"ADHFE1","137872",901.5,"ADHFE1"
"ENSG00000036448",1.12889385314971,"0.00469203244672772",0.0183191061909057,"MYOM2","9172",5014,"MYOM2","9172",1101.93333333333,"MYOM2","9172",614,"MYOM2"
"ENSG00000012779",-1.12390034587914,"0.00472786972194067",0.0184465646059247,"ALOX5","240",2519,"ALOX5","240",1124.46666666667,"ALOX5","240",604,"ALOX5"
"ENSG00000204334",-1.30157147878271,"0.0047461800481617",0.0185096751810787,"ERICH2","285141",1698,"ERICH2","285141",1179.3,"ERICH2","285141",1235,"ERICH2"
"ENSG00000127530",2.18113045615019,"0.00482592504989941",0.0187784368133316,"OR7C1","26664",11778,"OR7C1","26664",6062.8,"OR7C1","26664",3824,"OR7C1"
